geometry,temp_C,coeff_Vmp_Voc,gmpp_V,gmpp_P_W,n_peaks,power_lost_frac,region_error,region_error_costly
whole_substring,45.0,0.8864,37.265,79.992,3,0.0771,False,True
sub_substring,45.0,0.5525,18.739,75.663,3,0.0132,False,True
whole_substring,60.0,0.8103,26.125,167.623,2,0.0019,False,False
sub_substring,25.0,0.5614,32.739,163.949,3,0.0344,False,True
uniform,45.0,0.7887,31.828,253.067,1,0.0016,False,False
sub_substring,45.0,0.5594,22.072,103.368,2,0.0195,False,True
whole_substring,25.0,0.8644,40.066,266.584,2,0.0557,False,True
sub_substring,25.0,0.5756,23.89,57.515,3,0.0475,False,True
whole_substring,60.0,0.8311,31.794,137.91,2,0.0165,False,True
whole_substring,60.0,0.5601,21.022,115.746,3,0.0207,False,True
whole_substring,25.0,0.5613,17.705,75.146,3,0.026,False,True
sub_substring,25.0,0.5217,18.558,106.88,2,0.0047,False,False
whole_substring,45.0,0.8622,29.96,134.323,2,0.0507,False,True
sub_substring,60.0,0.25,8.101,51.397,3,0.0422,False,True
sub_substring,25.0,0.588,24.695,35.077,3,0.0554,True,True
whole_substring,45.0,0.5388,21.813,160.83,2,0.0008,False,False
sub_substring,45.0,0.5704,20.123,69.481,3,0.04,False,True
sub_substring,60.0,0.8887,28.2,99.66,2,0.0913,True,True
whole_substring,25.0,0.5746,25.657,84.321,3,0.0477,False,True
whole_substring,45.0,0.8666,28.522,65.031,2,0.0523,False,True
sub_substring,25.0,0.619,35.387,65.792,3,0.0223,True,True
whole_substring,60.0,0.8547,29.804,107.67,2,0.0414,False,True
sub_substring,60.0,0.5596,26.572,62.009,3,0.0185,False,True
whole_substring,25.0,0.8854,30.201,39.503,3,0.0763,False,True
sub_substring,60.0,0.5193,16.912,124.08,2,0.006,False,False
whole_substring,60.0,0.2398,8.818,62.014,3,0.0896,False,True
uniform,60.0,0.7807,25.301,198.597,1,0.0045,False,False
sub_substring,45.0,0.8865,29.412,66.173,2,0.0776,False,True
whole_substring,45.0,0.8846,35.584,67.235,2,0.0396,True,True
uniform,25.0,0.848,29.17,58.817,1,0.0232,False,True
whole_substring,45.0,0.8276,27.796,149.97,2,0.0131,False,True
whole_substring,25.0,0.2512,8.863,60.923,3,0.0364,False,True
uniform,45.0,0.8232,32.297,124.601,1,0.0057,False,False
sub_substring,60.0,0.5412,16.121,71.674,2,0.0019,False,False
sub_substring,60.0,0.5372,16.97,67.075,2,0.0004,False,False
sub_substring,25.0,0.8818,32.664,129.299,3,0.0727,False,True
whole_substring,45.0,0.8743,30.023,107.623,2,0.0219,True,True
uniform,60.0,0.7833,24.724,169.701,1,0.0034,False,False
whole_substring,60.0,0.5501,17.642,78.897,3,0.0099,False,False
sub_substring,45.0,0.5721,19.31,91.424,3,0.053,False,True
whole_substring,45.0,0.8252,33.384,168.262,1,0.0104,False,True
uniform,25.0,0.8398,36.376,146.75,1,0.0171,False,True
sub_substring,25.0,0.9089,41.537,96.616,3,0.1137,False,True
sub_substring,45.0,0.5449,24.611,147.102,2,0.0039,False,False
whole_substring,25.0,0.8843,31.862,67.701,3,0.0764,False,True
uniform,45.0,0.8335,32.205,126.446,1,0.0114,False,True
whole_substring,45.0,0.5725,23.471,80.934,3,0.0415,False,True
sub_substring,60.0,0.8461,27.001,85.475,3,0.0318,False,True
whole_substring,25.0,0.2585,9.544,64.955,2,0.0101,False,True
sub_substring,45.0,0.875,29.74,112.021,2,0.0653,False,True
sub_substring,25.0,0.8999,30.672,26.404,2,0.0822,False,True
whole_substring,60.0,0.8348,31.704,135.118,2,0.0167,False,True
whole_substring,25.0,0.8598,32.488,148.813,2,0.049,False,True
whole_substring,25.0,0.5593,20.673,108.76,3,0.0231,False,True
uniform,45.0,0.8211,27.172,192.867,1,0.0045,False,False
uniform,60.0,0.8092,29.736,119.908,1,0.001,False,False
sub_substring,60.0,0.5121,19.193,106.109,2,0.0134,False,True
whole_substring,60.0,0.8503,28.168,139.624,2,0.0372,False,True
sub_substring,45.0,0.2747,10.86,31.582,3,0.0125,False,True
whole_substring,60.0,0.8514,27.519,79.958,3,0.0355,False,True
sub_substring,60.0,0.2441,7.468,38.72,2,0.0804,False,True
whole_substring,45.0,0.8704,38.908,216.591,2,0.0641,False,True
sub_substring,60.0,0.5614,17.868,56.085,3,0.0235,False,True
sub_substring,25.0,0.5478,23.66,79.422,2,0.0068,False,False
whole_substring,25.0,0.8702,37.873,114.893,2,0.0591,False,True
whole_substring,60.0,0.8415,42.616,191.351,3,0.0268,False,True
sub_substring,25.0,0.5639,23.829,63.652,3,0.0308,False,True
sub_substring,45.0,0.568,22.695,82.572,3,0.0342,False,True
uniform,45.0,0.8004,43.853,215.93,1,0.0,False,False
whole_substring,60.0,0.8258,36.565,33.575,1,0.0075,False,False
whole_substring,25.0,0.5443,21.24,184.632,2,0.0036,False,False
uniform,25.0,0.836,29.888,106.06,1,0.0139,False,True
whole_substring,60.0,0.8185,29.311,84.795,1,0.0045,False,False
whole_substring,25.0,0.5649,25.034,114.56,3,0.0312,False,True
whole_substring,25.0,0.8772,33.109,143.501,3,0.0695,False,True
whole_substring,45.0,0.8567,33.436,65.795,2,0.0416,False,True
whole_substring,60.0,0.8629,26.887,83.193,3,0.0449,False,True
whole_substring,45.0,0.8421,28.147,141.287,3,0.0278,False,True
sub_substring,45.0,0.8906,17.354,50.174,2,0.0634,False,True
whole_substring,45.0,0.8581,36.468,167.467,2,0.0458,False,True
whole_substring,60.0,0.865,27.149,65.112,3,0.0514,False,True
whole_substring,25.0,0.8511,27.652,98.383,2,0.0327,False,True
sub_substring,25.0,0.5756,20.956,70.802,3,0.0491,False,True
whole_substring,60.0,0.8515,24.684,83.748,2,0.0315,False,True
whole_substring,60.0,0.5208,15.117,66.087,2,0.0041,False,False
sub_substring,45.0,0.24,7.722,44.115,3,0.1111,False,True
uniform,25.0,0.8318,30.562,173.473,1,0.0113,False,True
sub_substring,45.0,0.5793,22.617,66.197,3,0.0505,False,True
whole_substring,45.0,0.5436,18.515,94.452,2,0.0034,False,False
whole_substring,45.0,0.8615,30.557,144.263,3,0.0502,False,True
whole_substring,45.0,0.5313,17.518,101.584,2,0.0002,False,False
sub_substring,45.0,0.5717,22.943,58.911,3,0.0403,False,True
sub_substring,25.0,0.8775,28.309,108.432,3,0.0663,False,True
sub_substring,60.0,0.5531,17.783,96.489,3,0.0121,False,True
whole_substring,25.0,0.8765,44.253,225.194,3,0.0638,False,True
uniform,25.0,0.8481,47.868,104.668,1,0.0224,False,True
sub_substring,45.0,0.5619,18.079,50.784,3,0.0249,False,True
whole_substring,25.0,0.2631,10.004,45.925,3,0.0019,False,False
uniform,60.0,0.8111,26.255,106.889,1,0.0013,False,False
uniform,25.0,0.8409,35.816,125.315,1,0.0178,False,True
sub_substring,60.0,0.2429,7.359,36.984,3,0.0772,True,True
sub_substring,45.0,0.2713,15.374,62.168,3,0.0022,False,False
sub_substring,45.0,0.912,31.333,66.097,3,0.1153,False,True
whole_substring,60.0,0.8395,26.326,107.437,2,0.0241,False,True
sub_substring,25.0,0.5731,20.679,65.504,3,0.0414,False,True
uniform,45.0,0.7771,31.893,239.138,1,0.0069,False,False
whole_substring,60.0,0.521,16.448,104.07,2,0.0053,False,False
whole_substring,60.0,0.8366,33.596,139.643,2,0.0189,False,True
whole_substring,45.0,0.5636,18.827,74.669,3,0.0278,False,True
sub_substring,25.0,0.5784,20.269,73.648,3,0.048,False,True
whole_substring,45.0,0.8191,24.452,119.668,1,0.0055,False,False
sub_substring,25.0,0.2597,10.725,42.493,3,0.0063,False,False
whole_substring,60.0,0.8502,30.376,87.297,3,0.0312,False,True
whole_substring,60.0,0.8682,33.64,87.753,2,0.0497,False,True
whole_substring,60.0,0.5568,19.165,103.004,3,0.0181,False,True
whole_substring,45.0,0.8359,22.487,104.529,2,0.0232,False,True
sub_substring,45.0,0.5977,26.64,91.163,3,0.0882,False,True
sub_substring,45.0,0.8844,25.807,52.351,3,0.0744,False,True
uniform,45.0,0.8068,27.361,152.229,1,0.0005,False,False
sub_substring,45.0,0.9189,34.773,42.831,3,0.0911,True,True
sub_substring,60.0,0.5466,16.186,61.285,3,0.0054,False,False
whole_substring,25.0,0.5643,21.858,132.645,3,0.0309,False,True
sub_substring,45.0,0.2538,10.481,73.344,3,0.0246,False,True
whole_substring,45.0,0.8539,31.513,58.798,3,0.0388,False,True
sub_substring,45.0,0.5517,19.052,107.582,2,0.0165,False,True
whole_substring,25.0,0.8781,36.674,73.203,2,0.0565,False,True
whole_substring,25.0,0.8655,33.863,185.364,2,0.0571,False,True
whole_substring,45.0,0.5232,17.861,122.757,3,0.0044,False,False
whole_substring,60.0,0.5321,19.844,122.07,2,0.0,False,False
whole_substring,45.0,0.8557,29.87,96.529,2,0.042,False,True
sub_substring,45.0,0.244,9.46,52.124,3,0.0757,False,True
sub_substring,25.0,0.2614,11.517,93.131,3,0.0041,False,False
whole_substring,60.0,0.808,31.017,159.151,1,0.001,False,False
whole_substring,25.0,0.8508,37.913,203.831,2,0.0361,False,True
whole_substring,45.0,0.8647,36.754,207.401,2,0.0536,False,True
whole_substring,25.0,0.5457,25.951,186.907,2,0.005,False,False
whole_substring,25.0,0.5652,24.011,84.673,2,0.0252,False,True
whole_substring,45.0,0.8653,29.717,132.263,2,0.0542,False,True
whole_substring,60.0,0.5207,16.899,105.442,2,0.0047,False,False
whole_substring,60.0,0.5306,16.684,73.131,2,0.0002,False,False
sub_substring,25.0,0.8821,31.483,86.352,3,0.0683,False,True
uniform,45.0,0.8166,35.624,256.638,1,0.0032,False,False
sub_substring,25.0,0.2563,10.848,61.214,3,0.0166,False,True
sub_substring,45.0,0.8866,32.626,102.93,3,0.0809,False,True
whole_substring,45.0,0.5481,18.246,57.966,2,0.007,False,False
sub_substring,60.0,0.8576,32.397,117.482,3,0.0454,False,True
sub_substring,45.0,0.5357,18.157,97.762,2,0.0002,False,False
whole_substring,25.0,0.8413,30.753,158.412,2,0.0286,False,True
whole_substring,45.0,0.8656,34.365,121.96,3,0.0537,False,True
sub_substring,25.0,0.259,9.176,44.723,3,0.0083,False,False
sub_substring,45.0,0.9113,23.642,30.725,2,0.0524,False,True
sub_substring,45.0,0.8638,34.819,95.57,3,0.0529,False,True
whole_substring,60.0,0.2475,8.45,31.713,2,0.045,False,True
whole_substring,25.0,0.5802,24.676,67.96,3,0.057,False,True
sub_substring,60.0,0.8707,34.388,67.968,2,0.0574,False,True
uniform,25.0,0.8216,30.259,191.843,1,0.0056,False,False
sub_substring,60.0,0.5553,17.038,91.362,3,0.0173,False,True
whole_substring,25.0,0.2626,11.245,56.6,3,0.0023,False,False
whole_substring,60.0,0.5093,16.248,124.856,2,0.0165,False,True
whole_substring,60.0,0.5699,16.973,30.472,3,0.0341,False,True
uniform,25.0,0.856,28.713,27.013,1,0.0304,False,True
whole_substring,45.0,0.8534,34.427,122.51,3,0.04,False,True
whole_substring,45.0,0.863,34.439,121.845,3,0.0481,False,True
whole_substring,60.0,0.8741,31.802,34.84,3,0.0594,False,True
whole_substring,25.0,0.8861,33.696,104.795,3,0.0811,False,True
uniform,60.0,0.7775,24.598,188.272,1,0.006,False,False
uniform,60.0,0.809,27.013,147.125,1,0.001,False,False
uniform,25.0,0.8433,34.504,67.074,1,0.0187,False,True
uniform,45.0,0.8305,29.026,100.542,1,0.0099,False,False
sub_substring,25.0,0.5358,20.045,131.381,3,0.0003,False,False
whole_substring,25.0,0.8603,34.721,49.134,1,0.0383,False,True
whole_substring,60.0,0.8003,29.131,71.938,1,0.0,False,False
sub_substring,45.0,0.8967,35.679,48.902,3,0.0999,False,True
sub_substring,60.0,0.5205,16.702,110.546,2,0.0066,False,False
sub_substring,45.0,0.9089,56.522,94.106,3,0.1001,False,True
whole_substring,45.0,0.8533,28.114,81.204,2,0.0365,False,True
sub_substring,60.0,0.5397,19.719,120.605,2,0.001,False,False
sub_substring,25.0,0.564,22.635,116.32,3,0.0256,False,True
sub_substring,60.0,0.5279,16.267,94.18,2,0.001,False,False
whole_substring,60.0,0.2498,8.592,26.538,3,0.0334,False,True
sub_substring,25.0,0.5514,21.33,105.663,2,0.0103,False,True
whole_substring,25.0,0.556,24.641,160.806,2,0.0138,False,True
whole_substring,45.0,0.8398,32.826,113.15,2,0.0214,False,True
sub_substring,45.0,0.5408,25.341,193.411,2,0.0024,False,False
sub_substring,60.0,0.5615,17.749,74.919,3,0.033,False,True
sub_substring,25.0,0.5969,22.148,127.092,3,0.0904,False,True
uniform,45.0,0.8328,31.484,46.489,1,0.0103,False,True
whole_substring,60.0,0.5215,15.706,98.611,2,0.004,False,False
sub_substring,25.0,0.2664,11.036,38.976,3,0.0,False,False
whole_substring,60.0,0.2346,7.165,55.426,3,0.055,True,True
sub_substring,45.0,0.8572,47.145,211.179,3,0.0471,False,True
sub_substring,45.0,0.9145,31.259,79.874,3,0.1059,True,True
uniform,25.0,0.8457,35.349,104.464,1,0.0201,False,True
uniform,45.0,0.7506,20.019,145.51,1,0.0319,False,True
whole_substring,25.0,0.8404,38.016,237.292,1,0.0265,False,True
whole_substring,60.0,0.7952,23.732,114.613,1,0.0003,False,False
uniform,45.0,0.8043,27.811,207.622,1,0.0002,False,False
whole_substring,60.0,0.847,25.983,58.393,2,0.0301,False,True
whole_substring,45.0,0.2549,8.256,35.112,2,0.0196,False,True
whole_substring,25.0,0.5858,25.082,86.105,3,0.065,False,True
uniform,60.0,0.8205,24.472,45.297,1,0.0042,False,False
sub_substring,25.0,0.5804,22.82,67.786,3,0.0564,False,True
uniform,25.0,0.7971,23.926,140.331,1,0.0001,False,False
sub_substring,25.0,0.888,29.613,93.82,3,0.0922,False,True
whole_substring,45.0,0.5348,17.211,75.505,2,0.0001,False,False
sub_substring,60.0,0.5439,20.774,115.069,2,0.0061,False,False
whole_substring,25.0,0.8746,18.922,61.62,2,0.0675,False,True
whole_substring,45.0,0.5283,21.561,142.628,3,0.001,False,False
whole_substring,45.0,0.5647,22.959,65.956,3,0.0289,False,True
sub_substring,45.0,0.5657,18.484,75.648,3,0.0401,False,True
sub_substring,25.0,0.5804,21.27,92.018,3,0.0708,False,True
whole_substring,45.0,0.543,22.178,107.832,2,0.0034,False,False
sub_substring,25.0,0.5766,23.91,44.736,3,0.0513,False,True
uniform,45.0,0.7979,26.436,144.03,1,0.0001,False,False
uniform,45.0,0.8244,35.373,278.663,1,0.0064,False,False
whole_substring,60.0,0.8121,25.535,145.164,1,0.0023,False,False
sub_substring,25.0,0.5395,20.064,151.168,2,0.0015,False,False
sub_substring,60.0,0.5653,26.182,51.433,3,0.027,False,True
sub_substring,60.0,0.8626,30.196,58.817,2,0.0497,False,True
sub_substring,45.0,0.559,18.616,81.025,3,0.0214,False,True
sub_substring,45.0,0.575,30.207,72.899,3,0.0431,False,True
whole_substring,60.0,0.8765,33.832,44.642,3,0.065,False,True
whole_substring,60.0,0.2434,7.241,42.938,3,0.0702,False,True
sub_substring,45.0,0.8202,29.694,176.66,2,0.0085,False,False
whole_substring,45.0,0.8715,29.536,76.565,2,0.0561,False,True
sub_substring,45.0,0.5534,17.691,126.577,2,0.0141,False,True
whole_substring,25.0,0.8732,31.176,102.359,2,0.0603,False,True
sub_substring,60.0,0.8721,31.597,62.057,3,0.0583,False,True
sub_substring,25.0,0.5781,25.089,79.789,3,0.0512,False,True
sub_substring,60.0,0.8878,27.06,42.292,3,0.0872,False,True
whole_substring,25.0,0.8892,32.126,80.811,3,0.084,False,True
whole_substring,60.0,0.8427,22.862,105.693,3,0.0245,False,True
sub_substring,60.0,0.5419,16.209,79.673,2,0.002,False,False
whole_substring,25.0,0.26,9.514,66.785,3,0.0066,False,False
sub_substring,60.0,0.8617,28.157,127.11,2,0.0509,False,True
uniform,25.0,0.8481,37.864,132.991,1,0.023,False,True
uniform,45.0,0.8442,35.429,77.364,1,0.0197,False,True
sub_substring,45.0,0.5753,18.779,77.21,3,0.0568,False,True
whole_substring,45.0,0.5593,19.026,88.909,3,0.0207,False,True
sub_substring,60.0,0.8566,27.991,79.199,2,0.0436,False,True
whole_substring,45.0,0.5898,27.45,88.742,3,0.0719,False,True
sub_substring,25.0,0.5634,24.396,154.363,2,0.0357,False,True
whole_substring,60.0,0.5252,16.02,81.869,2,0.0022,False,False
sub_substring,60.0,0.6079,18.511,40.485,3,0.1074,False,True
whole_substring,25.0,0.8853,38.207,74.76,3,0.0786,False,True
whole_substring,45.0,0.5684,15.876,32.801,3,0.0319,False,True
whole_substring,25.0,0.8651,30.654,63.862,1,0.0498,False,True
uniform,45.0,0.7995,27.804,220.465,1,0.0,False,False
uniform,25.0,0.8349,36.962,103.923,1,0.0134,False,True
uniform,60.0,0.7986,26.534,206.998,1,0.0,False,False
whole_substring,25.0,0.5413,32.898,263.419,2,0.002,False,False
sub_substring,25.0,0.8912,33.138,95.429,3,0.0851,False,True
sub_substring,60.0,0.5292,16.526,84.072,3,0.0007,False,False
sub_substring,25.0,0.2555,11.013,50.517,3,0.0185,False,True
sub_substring,60.0,0.5357,17.128,92.607,2,0.0002,False,False
sub_substring,60.0,0.8607,26.328,84.655,3,0.0469,False,True
sub_substring,25.0,0.8777,37.968,108.19,3,0.0702,False,True
uniform,60.0,0.8358,18.078,92.466,1,0.0115,False,True
whole_substring,60.0,0.8229,25.267,81.269,2,0.0071,False,False
sub_substring,25.0,0.5729,25.474,102.548,3,0.0582,False,True
sub_substring,60.0,0.573,20.882,77.283,3,0.0388,False,True
sub_substring,25.0,0.9053,38.42,152.341,3,0.0577,False,True
sub_substring,25.0,0.2523,11.882,70.954,3,0.0341,False,True
sub_substring,45.0,0.5751,20.326,59.437,3,0.0468,False,True
sub_substring,60.0,0.8409,35.473,175.285,2,0.0268,False,True
sub_substring,25.0,0.9283,32.787,44.006,3,0.1165,False,True
whole_substring,60.0,0.8644,29.122,121.345,3,0.0527,False,True
sub_substring,45.0,0.2519,9.593,50.149,3,0.0321,False,True
sub_substring,60.0,0.2506,8.027,62.495,3,0.0366,False,True
whole_substring,60.0,0.2471,10.646,93.078,3,0.0563,False,True
whole_substring,25.0,0.5537,24.53,178.217,2,0.0113,False,True
sub_substring,45.0,0.2552,9.973,64.571,3,0.018,False,True
uniform,45.0,0.8445,34.374,58.602,1,0.0193,False,True
sub_substring,45.0,0.2646,8.425,36.863,3,0.001,False,False
uniform,25.0,0.8296,36.293,190.175,1,0.0097,False,False
uniform,25.0,0.8263,30.58,170.111,1,0.008,False,False
sub_substring,60.0,0.5391,17.11,71.501,3,0.0012,False,False
whole_substring,60.0,0.8801,30.224,129.926,2,0.0709,False,True
whole_substring,25.0,0.5603,24.782,147.473,3,0.024,False,True
sub_substring,45.0,0.8901,29.159,48.259,3,0.079,False,True
uniform,60.0,0.7684,24.471,165.259,1,0.0121,False,True
uniform,45.0,0.8179,31.645,177.175,1,0.0031,False,False
whole_substring,60.0,0.8297,22.615,118.21,2,0.0126,False,True
uniform,45.0,0.8027,27.48,182.917,1,0.0001,False,False
uniform,25.0,0.8182,36.749,222.968,1,0.0041,False,False
uniform,60.0,0.7893,25.082,125.36,1,0.0014,False,False
whole_substring,60.0,0.5617,23.456,89.698,3,0.0246,False,True
whole_substring,25.0,0.8392,37.804,222.868,2,0.0285,False,True
whole_substring,45.0,0.8901,36.97,85.449,3,0.081,False,True
whole_substring,60.0,0.8698,30.868,106.527,3,0.0589,False,True
whole_substring,45.0,0.54,19.146,113.153,2,0.0016,False,False
sub_substring,25.0,0.2591,12.032,83.713,3,0.0089,False,False
sub_substring,25.0,0.2442,6.987,43.345,3,0.0954,False,True
sub_substring,45.0,0.8977,36.406,81.624,3,0.0893,False,True
sub_substring,60.0,0.5308,13.561,27.969,2,0.0002,False,False
whole_substring,60.0,0.8635,32.088,118.525,3,0.0481,False,True
whole_substring,60.0,0.8304,25.491,152.458,2,0.0135,False,True
whole_substring,45.0,0.235,6.948,52.092,3,0.0688,True,True
uniform,60.0,0.8237,29.68,37.338,1,0.0056,False,False
uniform,25.0,0.83,37.066,257.97,1,0.0108,False,True
whole_substring,45.0,0.5805,24.567,86.42,3,0.0439,True,True
whole_substring,60.0,0.8061,31.296,189.421,3,0.0007,False,False
sub_substring,45.0,0.5443,18.402,105.916,2,0.0038,False,False
sub_substring,45.0,0.5217,20.778,120.615,2,0.0049,False,False
sub_substring,25.0,0.2627,10.963,47.881,3,0.0022,False,False
sub_substring,45.0,0.9127,38.684,103.161,3,0.115,False,True
uniform,25.0,0.8028,29.357,208.013,1,0.0001,False,False
uniform,60.0,0.824,32.261,127.051,1,0.0058,False,False
sub_substring,45.0,0.8883,36.511,135.611,3,0.0886,False,True
whole_substring,25.0,0.8761,52.319,198.515,2,0.0617,False,True
sub_substring,45.0,0.9244,30.167,40.177,3,0.0858,True,True
whole_substring,45.0,0.892,34.888,31.829,2,0.0853,False,True
sub_substring,45.0,0.5455,15.361,36.506,2,0.0039,False,False
sub_substring,25.0,0.2554,10.803,75.349,3,0.0185,False,True
sub_substring,45.0,0.5572,18.723,55.954,3,0.02,False,True
whole_substring,60.0,0.8552,31.779,91.932,2,0.0362,False,True
whole_substring,60.0,0.8534,41.441,50.315,2,0.0323,False,True
whole_substring,60.0,0.5486,20.214,60.115,2,0.0072,False,False
sub_substring,60.0,0.5413,16.604,67.522,3,0.0024,False,False
whole_substring,45.0,0.8416,26.933,55.122,1,0.0239,False,True
uniform,25.0,0.8155,30.964,200.728,1,0.0032,False,False
sub_substring,25.0,0.8736,33.095,183.906,2,0.0615,False,True
whole_substring,45.0,0.8354,28.144,137.917,2,0.019,False,True
sub_substring,45.0,0.2429,8.01,52.773,3,0.0902,False,True
uniform,60.0,0.814,37.538,40.346,1,0.002,False,False
whole_substring,45.0,0.58,23.423,50.889,3,0.0534,False,True
whole_substring,60.0,0.5703,19.162,69.523,3,0.0386,False,True
uniform,45.0,0.8134,29.283,175.671,1,0.0021,False,False
sub_substring,60.0,0.8787,43.423,81.061,3,0.0774,False,True
sub_substring,45.0,0.2457,7.95,51.492,3,0.0629,False,True
whole_substring,25.0,0.8854,32.42,84.339,3,0.0764,False,True
whole_substring,45.0,0.2385,7.809,58.009,3,0.112,False,True
uniform,45.0,0.8303,26.409,28.469,1,0.009,False,False
uniform,45.0,0.8352,26.958,87.319,1,0.0127,False,True
sub_substring,25.0,0.8452,31.802,176.54,1,0.0303,False,True
whole_substring,45.0,0.5402,17.988,117.597,2,0.0012,False,False
whole_substring,45.0,0.8695,33.637,115.278,3,0.0517,False,True
whole_substring,60.0,0.2476,7.239,28.625,2,0.0485,False,True
whole_substring,25.0,0.81,30.278,227.284,1,0.0014,False,False
sub_substring,60.0,0.5676,21.29,48.623,3,0.0327,False,True
whole_substring,60.0,0.8712,69.592,275.632,2,0.0589,False,True
