n,mean,sd,lo,hi,miss
616,0.8149103420027152,0.010177903005111589,0.7926249716157913,0.8524356274203411,0.6607142857142857
438,0.8149443589077819,0.010756053000812995,0.7926249716157913,0.8524356274203411,0.6506849315068494
